x,y,z,category,size
37.23,-79.95,-32.82,C,1
6.18,36.38,-28.28,D,2
91.68,-86.39,80.47,E,4
33.46,-96.63,82.07,B,3
14.26,-34.59,-4.57,C,2
-91.77,98.4,78.01,D,5
91.28,24.07,81.32,D,4
82.68,-9.14,45.32,A,5
97.58,-53.47,-89.46,C,2
-76.43,-40.74,47.85,A,5
-24.55,7.67,-18.69,E,5
-76.74,-22.06,-54.54,C,2
-2.22,-70.72,16.28,C,2
94.19,73.58,-59.34,B,1
78.74,-30.19,-89.94,A,4
71.44,15.41,63.86,C,4
90.02,51.26,6.98,B,2
-59.67,7.16,-35.5,B,2
71.57,-18.77,-5.13,A,1
4.16,43.69,-24.97,A,5
3.31,-82.52,-64.72,C,1
59.65,84.24,-31.34,B,2
-42.99,-24.1,-58.95,E,3
35.14,99.71,-96.72,D,3
-73.59,-92.81,-22.82,B,4
60.61,60.12,-97.95,D,5
-72.88,46.99,-5.36,A,2
-59.75,86.61,-60.92,D,3
35.37,4.77,-46.12,D,4
14.1,39.68,15.48,A,2
-33.64,46.01,46.02,D,3
-48.95,84.26,63.34,C,5
61.99,-13.74,43.26,C,5
17.23,76.44,99.37,E,2
70.92,-34.81,-44.63,C,3
13.22,-65.04,-86.65,A,2
-75.16,-41.4,-42.8,E,2
36.95,-25.12,-72.05,D,3
-98.62,47.54,-55.4,A,3
13.18,-35.17,-61.7,C,1
65.94,6.52,80.08,C,3
44.63,-29.73,-70.01,C,4
-6.61,-17.24,75.22,C,3
54.24,99.24,-74.2,C,2
-49.78,-40.67,91.92,E,3
48.99,15.57,-10.79,A,5
-73.05,15.47,29.26,D,5
-55.4,-48.11,32.75,D,5
72.59,39.33,-28.65,C,2
78.02,-27.9,69.78,C,2
19.74,-74.1,-21.33,A,4
23.12,40.42,-61.71,E,1
-21.27,-59.18,-22.21,C,3
47.25,13.49,58.29,D,3
-97.23,-24.66,-84.24,E,3
-98.28,-6.28,88.26,C,3
-3.95,-97.21,-17.3,E,5
5.83,-14.41,-42.31,E,3
21.43,0.07,16.9,D,2
15.6,-59.37,-76.22,D,5
16.35,59.1,21.8,D,1
94.32,73.7,-29.33,A,2
-38.03,32.25,96.53,D,3
-73.13,44.74,-56.31,C,4
-99.43,22.52,56.37,B,4
4.11,70.56,54.79,E,4
-29.89,-17.58,-88.43,E,4
-89.8,-99.17,-66.72,B,4
90.13,-69.19,4.45,B,2
38.11,-38.76,44.63,A,3
-48.12,-82.34,79.49,B,3
-86.5,74.13,-57.64,C,5
76.0,-39.77,-1.94,B,2
96.51,46.46,-46.25,E,5
-2.8,-92.06,26.6,D,3
-4.75,84.0,9.74,E,4
90.49,-96.29,-69.28,B,2
-18.47,-64.12,-14.35,B,5
37.7,75.24,-15.24,B,2
72.4,8.88,-20.48,D,2
-73.23,-87.25,67.48,E,2
5.98,78.77,83.65,C,1
55.17,-42.2,-1.2,B,3
-22.47,-69.74,77.63,C,4
73.07,96.9,-52.38,D,5
-8.26,-46.94,20.16,C,5
25.13,62.38,-34.12,C,3
94.05,85.46,-29.4,A,1
-50.04,-64.49,43.27,D,4
-15.07,-48.99,89.96,E,4
81.66,-7.66,-71.47,E,4
82.52,-59.68,96.77,B,4
16.86,-17.56,-49.52,A,2
-17.39,61.1,-93.87,B,3
-76.06,59.19,-4.98,D,3
84.2,-43.33,-55.16,E,1
11.38,5.33,-93.62,C,2
-60.85,-72.69,-75.72,D,3
70.04,70.43,-93.65,E,2
42.94,46.42,60.18,C,4
45.04,-9.9,-23.44,B,3
70.99,31.73,7.77,E,2
-52.58,72.67,-42.63,B,5
66.07,81.81,63.95,E,2
-43.54,-45.84,-63.31,B,1
-65.58,-97.66,98.34,D,1
-82.37,-27.93,26.7,A,1
32.26,-26.06,-87.51,E,3
82.4,90.7,92.01,D,5
28.56,99.92,-35.35,D,5
-49.5,4.94,26.22,B,5
-47.29,95.08,-90.29,C,3
96.9,17.92,-49.36,E,1
77.92,17.54,-20.49,C,5
76.09,-88.32,-43.23,A,3
-91.65,96.77,24.53,A,4
61.17,39.77,-25.84,E,1
53.25,-55.54,-18.53,A,2
67.99,87.18,-86.77,E,2
-82.65,-48.54,13.57,A,3
17.37,47.83,25.35,C,5
4.09,-83.33,-36.37,B,4
71.59,-83.51,-83.06,B,4
13.49,9.29,81.92,A,1
-87.77,23.27,-33.26,A,4
4.35,96.87,31.25,D,1
84.04,-21.68,86.92,A,4
-18.83,84.74,27.23,C,4
92.27,-37.89,27.35,C,5
-70.16,79.65,35.77,A,2
75.92,27.62,6.22,C,5
18.53,-82.83,-30.67,B,5
-71.98,3.88,15.45,B,5
-69.24,-87.76,97.0,D,1
85.32,1.97,64.63,A,5
83.03,-46.49,31.32,B,3
-45.56,-91.71,-26.4,C,1
-15.78,75.47,-68.5,A,1
49.76,45.67,-41.16,D,2
-60.25,-1.13,62.07,C,2
-11.83,86.66,85.72,D,3
-25.09,-3.64,86.49,D,5
23.35,-36.54,53.6,E,5
-37.07,-99.63,-27.09,E,3
-72.7,80.96,91.19,E,1
-14.19,39.09,27.03,A,1
54.74,36.67,36.81,A,2
-97.48,86.28,-78.85,D,3
-20.13,-86.12,92.79,B,3
-32.37,-36.51,48.71,C,3
13.99,21.62,-29.3,A,1
-59.92,-1.35,29.21,D,3
-95.01,-29.26,28.25,C,2
40.06,53.91,-5.2,B,2
60.48,-66.55,-86.04,E,1
46.67,-59.88,-4.47,A,5
-36.07,-95.74,-61.96,D,2
-89.48,97.26,-34.9,A,4
-36.79,-17.45,20.3,C,3
-35.99,79.56,97.62,E,5
-43.28,90.44,-63.67,A,4
32.85,28.0,-74.38,A,2
-48.05,43.77,-99.85,B,2
-77.08,-34.98,-41.38,E,2
71.78,34.81,96.02,D,2
-49.35,-49.51,80.11,D,3
64.28,-42.61,32.32,D,2
39.8,-44.51,-46.35,B,1
2.06,-68.41,92.02,A,4
-94.55,-99.53,25.15,A,4
-53.42,22.93,88.98,B,1
54.35,-71.48,-11.81,A,4
-45.39,-62.11,-55.02,D,3
-92.08,-52.97,-82.53,E,2
-80.57,16.04,78.88,E,4
-15.36,-64.92,32.6,C,4
11.34,-54.33,34.52,E,2
30.26,-38.93,18.6,A,4
-12.68,-47.06,-49.55,D,2
-63.55,75.97,-47.12,A,5
61.11,-40.45,76.32,A,4
88.47,39.37,55.54,B,2
61.52,47.29,22.22,C,3
36.97,93.78,84.78,D,4
-90.49,96.43,74.88,E,1
8.12,-35.39,-11.53,E,3
47.06,-66.37,-9.79,D,5
-47.39,17.6,-45.67,E,3
55.38,-93.08,48.52,B,2
-11.12,-8.48,74.0,D,3
28.05,80.18,-69.66,D,5
-86.41,-87.4,-83.31,E,1
-66.44,-80.27,22.04,A,5
-76.94,6.8,18.61,A,5
-26.58,-70.8,-51.02,E,3
24.43,-74.9,61.81,A,5
-6.3,-21.63,-90.5,B,5
70.66,-69.62,-5.56,C,4
-62.96,-43.37,-42.48,A,1
67.14,-92.91,64.37,C,2
-0.59,20.58,74.08,C,2
24.6,-44.57,66.46,D,5
41.07,81.42,21.37,B,3
39.28,42.53,-78.22,B,2
-70.76,23.91,-39.67,E,3
-42.82,-70.52,35.56,E,3
-47.74,-32.26,-4.17,B,5
-79.67,21.07,-74.92,A,3
65.26,70.31,27.12,C,1
-15.52,-29.47,36.36,C,5
-82.6,-36.88,7.92,E,3
-49.53,-94.72,84.95,C,3
-70.36,18.56,-68.78,B,3
17.32,54.56,64.57,B,3
33.51,76.25,16.36,D,2
76.56,-16.43,91.53,D,2
31.92,13.16,52.96,E,1
36.67,-16.67,62.0,D,2
21.39,21.77,47.18,D,1
42.09,-6.02,3.69,A,5
25.03,46.33,-65.65,A,3
12.0,44.25,-36.37,E,3
0.82,18.95,75.31,B,2
8.81,-8.67,61.44,E,4
80.74,2.4,-81.85,B,1
-12.44,84.33,-45.01,B,4
-64.43,74.31,-44.65,B,3
-98.91,10.25,-48.2,E,2
-18.19,37.41,66.57,E,4
45.73,-90.43,-14.71,B,5
26.19,-40.4,68.04,B,3
-61.83,-7.6,-38.88,B,4
3.88,-71.02,-23.26,B,5
-57.93,26.87,-79.87,C,2
75.88,-5.02,89.53,D,5
-93.0,-40.11,-56.31,B,2
6.82,39.86,12.03,E,4
-98.0,43.37,-30.15,B,2
82.3,-32.58,-15.92,C,2
73.38,64.41,66.03,C,5
31.98,-97.12,-42.22,D,5
-96.97,-51.7,22.49,A,5
-4.18,-39.31,21.4,A,2
-56.35,-35.07,8.34,D,3
-89.7,-21.65,-47.3,B,4
95.77,3.91,-75.83,D,2
55.91,55.35,60.18,D,5
-44.11,61.75,-32.53,B,3
-30.59,-32.39,10.04,C,2
-32.05,-56.46,-4.79,D,4
2.65,-25.15,-82.28,A,4
-97.44,20.79,26.89,B,1
71.0,-42.41,52.63,E,3
53.92,81.64,95.54,E,4
-14.34,-44.74,-70.22,B,3
36.85,-97.11,-93.54,B,4
42.29,42.43,-41.14,B,4
-85.32,-98.25,71.07,E,4
32.83,-41.27,44.51,B,3
9.83,39.37,-67.49,D,3
-17.79,59.13,62.62,A,1
73.25,25.43,35.65,D,2
64.44,90.35,13.37,A,2
-52.28,48.56,7.35,D,2
-66.16,72.04,97.19,A,3
72.65,84.23,-22.4,B,4
-95.57,-28.62,16.97,C,1
-16.54,-22.1,-26.38,C,3
-80.42,51.98,25.83,E,5
13.83,46.41,24.2,C,2
-48.79,-96.03,-28.91,D,4
-68.42,-82.66,-27.17,B,2
-18.34,-69.75,92.86,D,1
77.05,48.99,-83.47,E,2
77.29,45.22,-53.34,A,3
-54.58,-81.1,92.01,A,4
38.93,24.45,16.67,C,1
-86.76,72.65,14.15,D,4
15.7,-7.2,-48.8,B,4
11.54,-66.75,59.34,D,2
-25.16,49.46,-11.5,C,4
81.44,40.14,-39.17,D,1
81.3,19.2,12.59,D,4
20.89,39.88,52.86,D,2
28.07,83.85,72.98,D,4
70.38,-85.35,40.8,A,1
2.26,82.94,18.48,D,4
-93.66,11.45,-52.33,B,5
0.18,77.67,-36.56,B,1
56.45,-80.42,91.37,B,3
-27.74,-55.16,61.13,C,5
-59.81,-96.14,47.31,B,2
-59.19,19.42,-13.31,B,1
9.27,-15.77,65.48,B,4
-56.69,-3.45,-40.41,A,5
-59.53,-84.93,3.42,E,1
-37.96,-68.84,-12.62,A,1
-75.95,46.27,-2.42,B,2
-85.45,61.29,63.93,B,3
-7.67,81.43,21.1,B,4
-64.79,-94.67,79.01,D,1
-54.46,-99.37,99.11,E,2
-43.72,-68.94,-75.99,C,4
54.57,-49.93,1.72,C,1
-69.13,6.56,62.82,A,1
50.87,-46.85,23.7,A,2
25.72,26.22,82.77,C,1
20.39,-92.39,-25.58,E,2
-95.39,35.79,-64.56,D,1
-31.98,-72.25,-6.61,D,4
-3.7,-81.13,-42.71,D,3
90.72,28.62,-73.88,E,1
23.31,-10.05,-92.03,E,5
92.64,-68.24,47.41,A,4
-30.38,-32.82,97.36,B,5
-8.71,-88.32,-28.52,B,5
16.5,-17.23,65.17,B,2
91.15,70.91,-98.0,B,1
65.2,0.64,13.05,B,4
88.17,-99.54,18.36,C,5
-70.27,98.57,-8.37,D,3
-9.16,-86.07,-23.1,B,4
5.26,6.14,-36.43,A,2
42.6,72.57,-67.76,C,2
-48.06,86.27,51.34,B,3
76.2,-57.93,44.08,D,1
99.36,37.02,87.95,B,1
-40.55,-40.63,-35.13,B,1
-2.91,-42.91,-78.88,B,5
50.28,50.68,48.25,C,5
-88.54,66.38,57.18,C,5
-33.87,72.6,-33.66,E,3
52.53,-0.86,-5.12,A,4
69.02,-17.22,19.42,A,4
29.74,27.12,93.85,A,4
64.36,24.48,-25.5,E,1
-37.54,35.45,-56.51,B,5
-73.27,-70.87,89.57,C,4
-4.93,81.05,85.66,C,2
57.86,-57.96,-97.62,E,3
76.04,83.75,-68.89,D,3
83.29,16.33,57.37,E,2
-48.91,23.07,-68.12,B,5
-18.93,-64.16,74.02,D,2
-80.32,45.43,22.7,D,2
52.46,92.05,10.4,C,2
-32.45,13.04,79.24,E,2
-52.98,-66.55,-30.71,A,2
7.11,91.78,-13.29,E,4
94.76,71.21,92.07,E,5
-48.34,-70.5,35.06,C,4
-49.52,45.97,67.34,E,2
-33.92,-9.73,-26.83,E,3
-39.48,72.02,12.72,A,3
12.87,-92.86,-21.72,A,4
29.75,-87.96,-96.5,B,2
6.37,31.7,45.51,A,1
-65.21,-21.92,-79.87,E,1
-92.28,51.11,-58.96,A,4
-29.74,97.56,91.51,C,4
73.96,56.89,-7.76,D,3
-96.36,5.0,-55.09,C,5
-58.84,32.95,58.59,E,5
60.72,-39.84,-9.42,B,5
72.02,-71.37,7.19,E,3
49.29,84.71,18.44,B,2
16.22,-85.86,54.01,A,2
-52.61,-26.38,-67.58,B,1
-32.7,88.42,22.74,C,3
-42.6,-43.57,34.96,A,4
-56.88,68.51,-51.99,B,3
28.75,-73.22,-84.9,B,3
-47.11,77.88,78.25,E,2
-45.19,18.88,-22.39,C,3
-30.99,-82.06,-75.68,B,3
-74.4,-28.02,-88.18,D,5
9.0,90.33,-24.35,E,3
35.06,83.87,75.43,E,4
25.53,16.9,60.97,E,2
69.42,-33.5,91.64,E,5
56.37,22.76,-64.57,B,1
79.21,-98.81,-24.08,C,1
59.62,-32.55,65.31,B,4
63.56,49.83,28.57,D,4
15.09,-63.67,-88.85,A,2
97.85,50.74,92.63,B,4
-38.75,-68.72,-20.17,E,3
-82.09,-98.39,5.28,E,1
-98.79,91.91,42.11,C,3
59.62,57.63,32.82,A,1
-98.06,-29.62,91.53,E,5
-53.88,79.55,-45.65,C,5
56.93,62.69,-89.17,E,5
-29.87,16.82,29.86,D,1
-21.61,-8.82,61.74,E,4
-88.62,40.34,47.54,B,1
-10.84,96.43,-4.38,C,2
54.42,-57.72,-23.11,D,3
34.28,-76.57,-10.34,B,4
-60.07,4.28,-9.56,A,4
83.86,-39.35,36.49,B,4
84.71,80.81,3.98,C,1
-30.79,51.41,-32.61,E,2
-9.36,-99.38,81.5,E,5
-5.12,35.67,90.91,B,5
84.45,-22.12,40.21,E,5
-79.6,86.39,-15.71,B,1
-36.46,-0.32,-78.05,D,3
71.94,-43.46,26.23,A,5
64.05,27.3,-57.01,C,4
36.05,1.67,-53.86,A,4
-6.19,52.94,-2.09,B,2
-54.83,-10.96,-8.1,E,1
-76.47,53.04,-70.47,D,4
-7.19,87.04,-31.64,A,4
33.53,-47.82,64.35,A,3
-96.08,4.27,-72.76,A,1
90.28,-39.85,66.22,C,4
21.66,-35.29,-9.54,A,5
93.38,23.9,-46.64,C,4
76.11,56.98,57.69,B,5
54.19,24.04,33.81,C,5
-63.19,10.46,-33.04,C,4
69.6,68.67,59.0,C,2
-20.34,72.33,38.62,B,1
-18.17,-47.42,-70.06,B,5
-31.51,-86.14,56.96,C,1
92.83,57.87,-95.77,D,2
20.5,-75.81,-64.36,D,2
-54.46,76.69,-38.78,E,1
-76.63,-54.23,-22.25,A,5
84.11,-42.56,-66.06,B,4
-5.93,-86.32,14.42,B,5
-90.55,12.28,-26.94,E,4
-47.77,10.42,-28.52,D,1
25.58,-61.99,44.77,B,4
74.6,-86.92,-62.42,A,2
99.3,33.45,54.86,E,3
-11.29,-51.92,-47.87,C,2
67.25,-10.7,-75.74,A,5
-89.13,-80.54,79.56,B,2
9.05,-63.12,-46.88,C,5
-56.27,-10.79,-43.65,B,4
-60.04,67.4,75.72,E,2
-1.58,39.09,97.47,A,5
47.74,-31.99,-98.8,D,3
-92.05,-48.68,-82.11,B,2
40.79,-47.08,-90.05,D,4
99.69,-39.3,64.4,A,3
99.48,-28.52,-4.97,B,4
-77.78,-64.63,-87.38,D,1
-96.68,-76.03,-1.74,B,3
56.37,59.59,-9.23,B,4
-87.88,-17.15,-11.43,E,2
26.13,59.36,-71.54,A,2
30.19,73.65,-72.56,D,4
-25.19,57.83,79.93,B,3
-92.48,17.83,-4.71,B,2
-38.19,-45.79,-97.16,D,4
-29.88,59.6,83.79,B,5
-89.64,78.44,-27.37,A,1
-97.33,23.8,-44.53,B,3
4.53,98.71,10.26,E,2
67.67,51.36,45.25,B,5
15.86,-97.19,-56.54,C,4
-2.09,91.55,-31.06,B,3
93.39,-85.95,16.52,A,1
46.11,-21.15,58.69,B,4
-2.19,-63.52,77.11,A,5
88.9,-62.64,36.58,A,5
4.89,-8.83,-88.32,B,1
30.24,-48.18,66.58,D,4
46.59,74.27,73.02,C,1
77.78,73.98,-53.01,B,1
2.12,-11.63,-16.81,B,5
-19.88,86.9,-9.42,D,3
10.0,44.66,-8.38,B,5
35.71,-64.47,36.14,A,5
58.43,-70.7,96.03,E,2
2.53,-4.78,-88.42,A,5
-99.77,28.11,-8.29,C,5
-30.21,-36.96,-28.17,B,4
39.1,80.11,-39.55,D,4
-11.04,-34.57,48.08,E,4
-63.52,96.65,45.52,E,3
-84.19,39.3,-48.02,D,3
-45.93,35.01,62.43,C,3
-8.02,-80.82,-85.08,B,1
-50.3,-59.96,-52.41,E,4
11.34,-69.67,81.45,E,1
33.52,14.41,-13.35,A,1
52.09,12.8,24.44,D,1
72.31,-21.27,2.95,C,2
-85.32,-42.82,10.46,A,1
-83.63,-56.04,-28.93,C,3
45.86,42.36,-1.86,E,5
36.28,23.46,-40.37,E,1
-59.95,-55.31,84.98,B,5
3.25,39.48,79.34,B,2
99.75,-23.12,57.83,E,3
79.66,43.38,88.85,C,4
20.67,-42.84,25.91,D,1
-94.64,84.66,35.16,D,5
-76.4,-36.31,12.99,E,4
-8.49,35.51,12.44,A,4
49.43,-73.39,45.59,D,4
-18.23,54.91,-74.79,A,4
45.03,27.24,-89.0,B,2
-66.76,-56.74,39.9,B,4
95.26,-10.79,-25.0,A,4
86.67,-16.94,34.89,B,4
-63.38,20.99,36.82,D,3
83.65,40.44,-63.88,C,4
-68.63,21.78,-85.51,C,5
-62.16,36.47,-87.24,C,2
99.89,94.99,46.07,D,4
-61.9,89.91,25.68,C,5
45.17,-18.78,-70.93,D,3
6.1,7.48,-35.41,C,1
-68.16,-66.99,-80.36,B,5
76.47,8.99,-92.72,A,1
4.04,-60.45,84.11,E,4
97.2,-20.32,33.69,A,2
-18.31,-94.98,96.04,E,4
51.18,6.57,-63.92,E,1
64.36,-46.19,84.05,A,1
34.94,-60.34,55.87,B,1
-16.66,-52.32,34.85,B,3
91.31,-18.53,52.49,E,4
-71.38,-47.5,-2.83,E,4
-27.17,8.81,-9.6,A,5
-44.07,-16.39,42.9,B,2
63.33,-33.65,13.87,E,4
-44.79,43.7,-34.78,A,3
-86.55,-9.68,-93.0,D,5
-81.65,20.1,63.55,A,4
-38.99,-28.27,91.2,A,2
-12.21,17.57,32.57,A,1
-71.88,22.65,6.53,C,1
-34.16,37.34,-25.56,A,3
-4.62,-71.47,-11.45,D,4
-47.74,14.61,-59.64,D,4
-62.32,43.39,-86.26,B,2
88.73,-47.05,-14.9,E,3
-39.05,32.05,-47.53,D,4
88.88,51.59,-23.54,E,2
32.97,97.14,83.01,D,2
-69.01,-39.87,29.7,E,5
-49.37,36.71,-71.94,C,3
50.33,-78.18,-7.5,A,5
-58.01,-33.69,-71.83,D,5
-2.64,36.47,-38.11,D,3
-39.09,-79.31,42.01,D,1
12.36,10.09,-27.22,D,3
-53.8,-79.35,40.83,A,5
-12.81,95.08,-32.75,C,3
-62.83,22.85,45.55,B,2
-60.8,27.95,97.63,B,3
58.38,13.52,63.38,E,2
32.77,26.18,99.03,C,3
84.34,-93.22,-31.2,D,3
71.67,60.64,-14.71,B,4
40.07,38.09,-58.56,D,1
19.61,-70.83,-74.17,C,3
69.36,-27.52,-69.83,C,2
35.82,-20.81,-4.56,E,4
58.03,65.65,64.15,E,4
-7.39,-13.16,87.47,B,5
83.95,34.08,-65.64,E,4
1.67,51.83,55.62,E,4
-10.56,-91.54,-99.26,B,1
22.96,14.34,48.17,D,5
50.3,54.76,14.85,B,4
-16.98,12.94,48.89,A,4
96.14,86.13,-24.17,B,3
-59.96,-34.05,58.94,B,1
-77.49,38.74,56.91,C,5
25.26,86.52,21.79,A,3
-34.74,-48.38,-97.19,D,3
-15.68,-41.97,65.65,B,2
72.1,-42.22,-20.23,D,5
-86.72,-67.2,-5.88,C,4
-19.21,65.9,-67.27,B,2
-92.66,-96.53,-50.27,A,2
11.57,18.89,-18.87,A,4
27.22,87.14,-95.62,D,3
49.39,-99.06,-51.88,B,2
18.81,-84.79,-61.55,C,5
43.87,-92.39,64.68,B,5
15.85,85.21,44.8,C,5
1.11,-19.9,-48.92,C,2
-12.02,18.73,23.9,D,1
18.8,-59.27,45.45,E,1
-5.72,-62.86,48.53,B,1
92.71,22.59,46.08,D,2
-15.63,-17.68,-66.78,D,4
54.96,53.06,53.57,C,5
-98.65,-87.73,-43.02,D,3
61.58,15.06,-58.53,A,5
-16.46,8.71,-71.61,C,3
-33.0,-85.76,-46.84,D,5
-31.89,-81.07,-99.59,A,3
-73.5,95.46,-63.2,E,2
67.48,75.7,-90.25,C,3
-62.0,-28.14,49.29,C,2
71.67,8.96,88.76,E,1
73.97,-60.17,-8.05,A,1
46.33,33.83,-30.18,B,5
-76.32,-23.36,12.37,A,4
-56.81,-77.28,89.01,B,2
10.03,56.5,2.6,E,4
-66.88,73.49,-1.79,B,4
37.03,37.34,21.99,B,2
58.97,-82.09,-51.59,B,5
-28.25,-70.82,3.92,B,1
-61.25,-74.66,-23.65,B,5
-66.09,-18.97,-29.0,E,2
-98.73,-17.34,-92.92,B,3
-16.79,74.01,-23.55,D,4
0.26,79.05,85.51,E,4
-97.2,-49.59,-31.45,B,4
-49.05,-12.99,-43.62,A,3
45.83,-32.79,70.82,A,4
-53.11,-30.82,14.17,A,5
40.6,-88.06,6.6,B,3
-20.75,-26.67,18.28,E,2
-91.26,-58.29,-6.67,E,2
-10.74,-31.69,21.18,C,1
-10.26,53.32,-65.72,E,5
-98.45,87.12,-50.89,D,3
-36.69,64.01,-33.75,B,4
31.64,-35.53,-40.52,E,2
-17.58,96.84,-74.21,B,2
48.67,74.77,3.62,E,1
21.99,-62.0,64.77,C,3
-86.56,37.01,-63.75,B,2
15.98,-96.67,65.65,B,5
59.47,-9.83,-31.41,D,2
93.19,47.24,36.44,E,5
-34.15,-5.34,25.37,D,5
-56.57,2.75,99.24,A,2
46.62,-89.46,63.09,C,2
13.4,-80.42,-85.77,B,3
46.88,47.72,-95.17,B,5
32.39,17.72,-86.1,B,2
-86.31,-80.68,74.32,A,5
-88.23,85.45,-80.25,E,4
-97.96,-93.54,-1.73,C,2
8.74,-1.81,60.11,B,2
31.67,87.44,69.43,A,3
5.09,-1.31,17.94,A,3
37.23,82.46,-48.68,C,4
5.41,32.89,0.23,D,1
-5.29,-8.85,52.97,A,2
2.34,-63.65,-90.23,A,2
45.12,-19.43,-4.28,D,2
42.47,28.86,-97.9,D,4
-93.12,9.16,70.73,E,2
34.65,-17.22,-59.43,C,5
18.82,50.86,-34.75,C,2
-13.23,59.98,-70.76,C,1
-14.18,83.0,-80.24,E,1
66.37,-6.18,-75.78,C,4
53.46,56.82,-87.91,D,5
-87.25,83.41,-83.5,D,1
9.26,75.41,-47.05,B,3
-74.75,86.65,-24.6,E,2
-1.4,-68.55,-29.47,E,1
-0.5,4.93,-61.54,C,5
99.71,58.81,-31.26,E,3
-78.48,19.49,-25.62,C,3
54.11,96.48,28.01,E,5
29.3,67.96,18.85,C,1
73.86,4.26,66.61,A,5
-55.62,-41.83,-12.02,B,1
45.24,-36.16,-97.55,D,5
-71.39,47.61,-43.67,E,3
-14.08,-27.68,-92.11,B,3
68.22,74.81,61.23,E,3
41.21,-82.62,-70.16,A,4
-61.36,-69.25,21.61,A,1
-4.57,75.37,57.17,B,5
-45.21,19.26,32.76,D,1
43.12,-95.12,39.88,B,2
43.73,-21.0,80.13,A,4
62.28,-95.92,-87.28,E,5
-85.47,42.78,12.49,A,3
-23.51,-86.41,68.9,B,2
65.32,-92.06,-90.84,C,2
-41.46,-99.83,59.73,E,1
75.62,-42.35,-80.17,A,3
-40.86,70.63,98.79,E,3
81.21,-3.29,83.02,E,3
-42.41,28.85,-57.59,B,2
-9.94,63.86,2.57,D,5
66.83,-4.88,-11.41,D,4
87.78,12.97,0.6,E,2
-47.98,-93.44,28.05,B,4
10.56,-86.58,-0.16,B,3
-63.41,80.37,13.42,D,2
-59.25,51.86,33.97,E,3
-0.42,-90.89,62.14,E,2
64.57,25.96,50.94,D,4
33.02,9.15,21.37,D,2
0.02,80.68,89.02,A,2
99.96,20.76,3.22,B,3
-45.47,-10.59,87.66,B,5
82.38,-76.24,96.7,C,1
-15.73,67.74,-62.98,E,1
-1.45,-14.8,-17.34,C,4
-62.57,-17.18,91.01,B,4
-50.52,-95.67,-64.45,C,2
-93.74,-50.12,86.38,E,2
-31.06,94.93,21.66,A,3
-69.17,36.35,-91.46,E,3
-7.92,-3.91,-80.5,A,5
20.0,-16.62,-93.79,A,3
1.49,33.93,3.77,B,5
-55.56,-9.93,-12.94,C,5
-57.46,-85.16,-13.27,A,3
90.93,-90.57,84.23,B,1
-24.59,-28.88,-30.24,B,5
45.76,77.11,-55.28,E,1
-63.65,-88.66,55.93,E,1
75.59,64.52,-88.22,D,5
33.37,-17.5,13.8,D,4
57.25,-15.52,-97.48,B,4
83.59,92.13,-81.03,E,2
-46.97,55.13,-64.09,A,4
41.69,-92.95,-19.9,A,2
95.75,54.8,-36.8,E,1
2.59,-45.6,16.89,C,3
70.58,19.07,72.69,D,3
60.96,-73.34,-21.09,B,5
91.63,-29.98,73.59,D,4
-64.7,-15.25,-24.24,B,1
-49.19,-59.17,82.26,A,3
33.46,-21.18,25.43,D,3
-72.75,51.49,-52.78,E,3
-62.65,-21.46,11.71,D,2
-36.07,28.74,-24.46,D,1
-86.42,-21.09,-92.89,D,3
-1.6,-11.35,3.36,C,3
-77.22,-10.22,-12.83,C,2
-92.64,-72.94,79.96,D,1
-57.58,22.16,86.2,C,2
-26.41,98.44,65.78,B,2
62.66,-39.3,99.57,E,4
-77.91,16.39,58.21,B,5
-39.07,19.14,54.67,C,5
36.73,-43.74,-26.65,C,1
-45.31,65.09,-97.68,E,1
-16.64,-7.0,-34.64,B,3
-99.01,-61.97,-25.84,A,1
-32.63,-64.91,49.95,A,1
-37.32,4.01,60.29,D,5
-20.4,-61.37,0.18,D,5
78.98,-24.62,3.36,E,1
8.28,-44.57,-32.48,E,5
-40.51,-40.24,-67.83,C,1
5.85,19.95,-38.27,A,1
91.43,-76.51,21.2,A,1
-45.65,-63.72,7.9,C,5
87.24,-74.03,35.51,A,4
38.06,22.59,36.15,D,2
26.65,-11.05,68.27,D,2
-92.66,-3.63,25.88,C,3
-37.16,-29.63,84.67,A,4
-4.28,30.78,-61.96,A,3
89.27,-33.77,74.22,C,1
-24.58,-97.89,3.94,E,2
85.61,31.71,82.16,E,2
-73.42,-58.77,72.61,B,3
81.8,29.02,-1.19,A,3
79.67,57.08,78.83,E,1
41.9,76.91,41.9,A,1
21.01,-92.26,91.7,A,2
62.7,-7.93,-38.96,E,1
64.26,13.66,66.63,A,1
31.94,59.49,59.15,C,4
26.45,17.03,-55.38,A,5
21.28,-10.65,99.6,E,3
-84.25,46.64,-76.87,E,3
-46.35,84.41,-72.53,A,5
56.13,47.5,7.83,E,1
81.05,56.98,86.26,A,2
46.03,-33.77,-95.44,B,5
-1.32,-61.47,-29.69,E,5
79.76,42.33,-87.32,D,2
-70.99,-81.11,2.81,B,2
-98.45,86.62,21.16,B,1
28.31,84.35,19.83,B,5
-54.84,-43.38,-90.71,D,3
61.46,-25.25,82.66,D,3
73.67,45.54,-72.02,A,5
56.03,7.44,19.59,C,4
9.47,-90.7,35.96,B,1
19.7,2.58,37.03,D,1
-83.8,-67.94,-85.9,A,5
